ATC,ATC_info,ATC_hierarchy,used_in_diabetes,is_terminal_category,number_of_children,Mechanism of Action,Targets,Indication,ATC Code,Drug Name,RxCUI,Ingredients,Clinical Dose Groups,Dose Form Groups,Branded Dose Groups,mechanism_keywords,num_targets,mechanism_complexity,indication_category,num_dfg,num_ingridients,missing_mechanism,missing_targets,missing_indication,avg_mechanism_similarity,avg_target_overlap
A10BB07,Glipizide,"['A10BB07', 'A10BB', 'A10B', 'A10', 'A']",True,1,1,"Type 2 diabetes mellitus (T2DM) is a chronic metabolic disorder with increasing prevalence worldwide. Characterized by higher-than-normal levels of blood glucose, T2DM is a complex disorder that arises from the interaction between genetic, environmental and behavioral risk factors. Insulin is a peptide hormone that plays a critical role in regulating blood glucose levels. In response to high blood glucose levels, insulin promotes the uptake of glucose into the liver, muscle cells, and fat cells for storage. Although there are multiple events occurring that lead to the pathophysiology of T2DM, the disorder mainly involves insulin insensitivity as a result of insulin resistance, declining insulin production, and eventual failure of beta cells of pancreatic islets that normally produce insulin.5 Early management with lifestyle intervention, such as controlled diet and exercise, is critical in reducing the risk of long-term secondary complications, such as cardiovascular mortality.","AATP-binding cassette sub-family C member 8 (inhibitor, Humans); AATP-sensitive inward rectifier potassium channel 10 (blocker, Humans); UPeroxisome proliferator-activated receptor gamma (agonist, Humans)",Indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus.Label,A10BB,Carbutamide,2068,carbutamide,,,,"['lifestyle', 'response', 'Early', 'Characterized', 'production', 'diet', 'islets', 'behavioral', 'muscle', 'interaction', 'chronic', 'resistance', '2', 'there', 'cells', 'environmental', 'blood', 'worldwide', 'T2DM', 'uptake', 'complications', 'normal', 'Insulin', 'that', 'normally', 'events', 'glucose', 'controlled', 'by', 'are', 'mainly', 'arises', 'involves', 'reducing', 'produce', 'with', 'occurring', 'genetic', 'factors', 'storage', 'risk', 'secondary', 'and', 'for', 'as', 'to', 'mortality', 'lead', 'levels', 'management', 'promotes', 'exercise', 'than', 'role', 'complex', 'hormone', 'increasing', 'Type', 'regulating', 'critical', 'in', 'beta', 'from', 'pancreatic', 'pathophysiology', 'insulin', 'long', 'disorder', 'is', 'of', 'insensitivity', 'peptide', 'the', 'between', 'declining', 'prevalence', 'high', 'diabetes', 'failure', 'eventual', 'intervention', 'result', 'term', 'liver', 'plays', 'Although', 'a', 'cardiovascular', 'into', 'In', 'fat', 'multiple', 'such', 'mellitus', 'metabolic', '5', 'higher']",4,142,other,0,1,False,False,False,0.057383359586739624,0.09382151029748284
A10BB07,Glipizide,"['A10BB07', 'A10BB', 'A10B', 'A10', 'A']",True,1,1,"Type 2 diabetes mellitus (T2DM) is a chronic metabolic disorder with increasing prevalence worldwide. Characterized by higher-than-normal levels of blood glucose, T2DM is a complex disorder that arises from the interaction between genetic, environmental and behavioral risk factors. Insulin is a peptide hormone that plays a critical role in regulating blood glucose levels. In response to high blood glucose levels, insulin promotes the uptake of glucose into the liver, muscle cells, and fat cells for storage. Although there are multiple events occurring that lead to the pathophysiology of T2DM, the disorder mainly involves insulin insensitivity as a result of insulin resistance, declining insulin production, and eventual failure of beta cells of pancreatic islets that normally produce insulin.5 Early management with lifestyle intervention, such as controlled diet and exercise, is critical in reducing the risk of long-term secondary complications, such as cardiovascular mortality.","AATP-binding cassette sub-family C member 8 (inhibitor, Humans); AATP-sensitive inward rectifier potassium channel 10 (blocker, Humans); UPeroxisome proliferator-activated receptor gamma (agonist, Humans)",Indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus.Label,A10BB,Tolazamide,10633,tolazamide,"tolazamide Oral Product, tolazamide Pill","Oral Product, Pill",,"['lifestyle', 'response', 'Early', 'Characterized', 'production', 'diet', 'islets', 'behavioral', 'muscle', 'interaction', 'chronic', 'resistance', '2', 'there', 'cells', 'environmental', 'blood', 'worldwide', 'T2DM', 'uptake', 'complications', 'normal', 'Insulin', 'that', 'normally', 'events', 'glucose', 'controlled', 'by', 'are', 'mainly', 'arises', 'involves', 'reducing', 'produce', 'with', 'occurring', 'genetic', 'factors', 'storage', 'risk', 'secondary', 'and', 'for', 'as', 'to', 'mortality', 'lead', 'levels', 'management', 'promotes', 'exercise', 'than', 'role', 'complex', 'hormone', 'increasing', 'Type', 'regulating', 'critical', 'in', 'beta', 'from', 'pancreatic', 'pathophysiology', 'insulin', 'long', 'disorder', 'is', 'of', 'insensitivity', 'peptide', 'the', 'between', 'declining', 'prevalence', 'high', 'diabetes', 'failure', 'eventual', 'intervention', 'result', 'term', 'liver', 'plays', 'Although', 'a', 'cardiovascular', 'into', 'In', 'fat', 'multiple', 'such', 'mellitus', 'metabolic', '5', 'higher']",4,142,other,2,1,False,False,False,0.057383359586739624,0.09382151029748284
A10BB07,Glipizide,"['A10BB07', 'A10BB', 'A10B', 'A10', 'A']",True,1,1,"Type 2 diabetes mellitus (T2DM) is a chronic metabolic disorder with increasing prevalence worldwide. Characterized by higher-than-normal levels of blood glucose, T2DM is a complex disorder that arises from the interaction between genetic, environmental and behavioral risk factors. Insulin is a peptide hormone that plays a critical role in regulating blood glucose levels. In response to high blood glucose levels, insulin promotes the uptake of glucose into the liver, muscle cells, and fat cells for storage. Although there are multiple events occurring that lead to the pathophysiology of T2DM, the disorder mainly involves insulin insensitivity as a result of insulin resistance, declining insulin production, and eventual failure of beta cells of pancreatic islets that normally produce insulin.5 Early management with lifestyle intervention, such as controlled diet and exercise, is critical in reducing the risk of long-term secondary complications, such as cardiovascular mortality.","AATP-binding cassette sub-family C member 8 (inhibitor, Humans); AATP-sensitive inward rectifier potassium channel 10 (blocker, Humans); UPeroxisome proliferator-activated receptor gamma (agonist, Humans)",Indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus.Label,A10BB,Glibornuride,102846,glibornuride,,,,"['lifestyle', 'response', 'Early', 'Characterized', 'production', 'diet', 'islets', 'behavioral', 'muscle', 'interaction', 'chronic', 'resistance', '2', 'there', 'cells', 'environmental', 'blood', 'worldwide', 'T2DM', 'uptake', 'complications', 'normal', 'Insulin', 'that', 'normally', 'events', 'glucose', 'controlled', 'by', 'are', 'mainly', 'arises', 'involves', 'reducing', 'produce', 'with', 'occurring', 'genetic', 'factors', 'storage', 'risk', 'secondary', 'and', 'for', 'as', 'to', 'mortality', 'lead', 'levels', 'management', 'promotes', 'exercise', 'than', 'role', 'complex', 'hormone', 'increasing', 'Type', 'regulating', 'critical', 'in', 'beta', 'from', 'pancreatic', 'pathophysiology', 'insulin', 'long', 'disorder', 'is', 'of', 'insensitivity', 'peptide', 'the', 'between', 'declining', 'prevalence', 'high', 'diabetes', 'failure', 'eventual', 'intervention', 'result', 'term', 'liver', 'plays', 'Although', 'a', 'cardiovascular', 'into', 'In', 'fat', 'multiple', 'such', 'mellitus', 'metabolic', '5', 'higher']",4,142,other,0,1,False,False,False,0.057383359586739624,0.09382151029748284
A10BB07,Glipizide,"['A10BB07', 'A10BB', 'A10B', 'A10', 'A']",True,1,1,"Type 2 diabetes mellitus (T2DM) is a chronic metabolic disorder with increasing prevalence worldwide. Characterized by higher-than-normal levels of blood glucose, T2DM is a complex disorder that arises from the interaction between genetic, environmental and behavioral risk factors. Insulin is a peptide hormone that plays a critical role in regulating blood glucose levels. In response to high blood glucose levels, insulin promotes the uptake of glucose into the liver, muscle cells, and fat cells for storage. Although there are multiple events occurring that lead to the pathophysiology of T2DM, the disorder mainly involves insulin insensitivity as a result of insulin resistance, declining insulin production, and eventual failure of beta cells of pancreatic islets that normally produce insulin.5 Early management with lifestyle intervention, such as controlled diet and exercise, is critical in reducing the risk of long-term secondary complications, such as cardiovascular mortality.","AATP-binding cassette sub-family C member 8 (inhibitor, Humans); AATP-sensitive inward rectifier potassium channel 10 (blocker, Humans); UPeroxisome proliferator-activated receptor gamma (agonist, Humans)",Indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus.Label,A10BB,Tolbutamide,10635,tolbutamide,"tolbutamide Oral Product, tolbutamide Pill","Oral Product, Pill",,"['lifestyle', 'response', 'Early', 'Characterized', 'production', 'diet', 'islets', 'behavioral', 'muscle', 'interaction', 'chronic', 'resistance', '2', 'there', 'cells', 'environmental', 'blood', 'worldwide', 'T2DM', 'uptake', 'complications', 'normal', 'Insulin', 'that', 'normally', 'events', 'glucose', 'controlled', 'by', 'are', 'mainly', 'arises', 'involves', 'reducing', 'produce', 'with', 'occurring', 'genetic', 'factors', 'storage', 'risk', 'secondary', 'and', 'for', 'as', 'to', 'mortality', 'lead', 'levels', 'management', 'promotes', 'exercise', 'than', 'role', 'complex', 'hormone', 'increasing', 'Type', 'regulating', 'critical', 'in', 'beta', 'from', 'pancreatic', 'pathophysiology', 'insulin', 'long', 'disorder', 'is', 'of', 'insensitivity', 'peptide', 'the', 'between', 'declining', 'prevalence', 'high', 'diabetes', 'failure', 'eventual', 'intervention', 'result', 'term', 'liver', 'plays', 'Although', 'a', 'cardiovascular', 'into', 'In', 'fat', 'multiple', 'such', 'mellitus', 'metabolic', '5', 'higher']",4,142,other,2,1,False,False,False,0.057383359586739624,0.09382151029748284
A10BB07,Glipizide,"['A10BB07', 'A10BB', 'A10B', 'A10', 'A']",True,1,1,"Type 2 diabetes mellitus (T2DM) is a chronic metabolic disorder with increasing prevalence worldwide. Characterized by higher-than-normal levels of blood glucose, T2DM is a complex disorder that arises from the interaction between genetic, environmental and behavioral risk factors. Insulin is a peptide hormone that plays a critical role in regulating blood glucose levels. In response to high blood glucose levels, insulin promotes the uptake of glucose into the liver, muscle cells, and fat cells for storage. Although there are multiple events occurring that lead to the pathophysiology of T2DM, the disorder mainly involves insulin insensitivity as a result of insulin resistance, declining insulin production, and eventual failure of beta cells of pancreatic islets that normally produce insulin.5 Early management with lifestyle intervention, such as controlled diet and exercise, is critical in reducing the risk of long-term secondary complications, such as cardiovascular mortality.","AATP-binding cassette sub-family C member 8 (inhibitor, Humans); AATP-sensitive inward rectifier potassium channel 10 (blocker, Humans); UPeroxisome proliferator-activated receptor gamma (agonist, Humans)",Indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus.Label,A10BB,Chlorpropamide,2404,chlorpropamide,"chlorpropamide Oral Product, chlorpropamide Pill","Oral Product, Pill",,"['lifestyle', 'response', 'Early', 'Characterized', 'production', 'diet', 'islets', 'behavioral', 'muscle', 'interaction', 'chronic', 'resistance', '2', 'there', 'cells', 'environmental', 'blood', 'worldwide', 'T2DM', 'uptake', 'complications', 'normal', 'Insulin', 'that', 'normally', 'events', 'glucose', 'controlled', 'by', 'are', 'mainly', 'arises', 'involves', 'reducing', 'produce', 'with', 'occurring', 'genetic', 'factors', 'storage', 'risk', 'secondary', 'and', 'for', 'as', 'to', 'mortality', 'lead', 'levels', 'management', 'promotes', 'exercise', 'than', 'role', 'complex', 'hormone', 'increasing', 'Type', 'regulating', 'critical', 'in', 'beta', 'from', 'pancreatic', 'pathophysiology', 'insulin', 'long', 'disorder', 'is', 'of', 'insensitivity', 'peptide', 'the', 'between', 'declining', 'prevalence', 'high', 'diabetes', 'failure', 'eventual', 'intervention', 'result', 'term', 'liver', 'plays', 'Although', 'a', 'cardiovascular', 'into', 'In', 'fat', 'multiple', 'such', 'mellitus', 'metabolic', '5', 'higher']",4,142,other,2,1,False,False,False,0.057383359586739624,0.09382151029748284
A10BB07,Glipizide,"['A10BB07', 'A10BB', 'A10B', 'A10', 'A']",True,1,1,"Type 2 diabetes mellitus (T2DM) is a chronic metabolic disorder with increasing prevalence worldwide. Characterized by higher-than-normal levels of blood glucose, T2DM is a complex disorder that arises from the interaction between genetic, environmental and behavioral risk factors. Insulin is a peptide hormone that plays a critical role in regulating blood glucose levels. In response to high blood glucose levels, insulin promotes the uptake of glucose into the liver, muscle cells, and fat cells for storage. Although there are multiple events occurring that lead to the pathophysiology of T2DM, the disorder mainly involves insulin insensitivity as a result of insulin resistance, declining insulin production, and eventual failure of beta cells of pancreatic islets that normally produce insulin.5 Early management with lifestyle intervention, such as controlled diet and exercise, is critical in reducing the risk of long-term secondary complications, such as cardiovascular mortality.","AATP-binding cassette sub-family C member 8 (inhibitor, Humans); AATP-sensitive inward rectifier potassium channel 10 (blocker, Humans); UPeroxisome proliferator-activated receptor gamma (agonist, Humans)",Indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus.Label,A10BB,Glibenclamide,4815,glyburide,"glyburide / metformin Pill, glyburide Oral Product, glyburide Pill, glyburide / metformin Oral Product","Oral Product, Pill","Glynase Oral Product, Glynase Pill","['lifestyle', 'response', 'Early', 'Characterized', 'production', 'diet', 'islets', 'behavioral', 'muscle', 'interaction', 'chronic', 'resistance', '2', 'there', 'cells', 'environmental', 'blood', 'worldwide', 'T2DM', 'uptake', 'complications', 'normal', 'Insulin', 'that', 'normally', 'events', 'glucose', 'controlled', 'by', 'are', 'mainly', 'arises', 'involves', 'reducing', 'produce', 'with', 'occurring', 'genetic', 'factors', 'storage', 'risk', 'secondary', 'and', 'for', 'as', 'to', 'mortality', 'lead', 'levels', 'management', 'promotes', 'exercise', 'than', 'role', 'complex', 'hormone', 'increasing', 'Type', 'regulating', 'critical', 'in', 'beta', 'from', 'pancreatic', 'pathophysiology', 'insulin', 'long', 'disorder', 'is', 'of', 'insensitivity', 'peptide', 'the', 'between', 'declining', 'prevalence', 'high', 'diabetes', 'failure', 'eventual', 'intervention', 'result', 'term', 'liver', 'plays', 'Although', 'a', 'cardiovascular', 'into', 'In', 'fat', 'multiple', 'such', 'mellitus', 'metabolic', '5', 'higher']",4,142,other,2,1,False,False,False,0.057383359586739624,0.09382151029748284
A10BB08,Gliquidone,"['A10BB08', 'A10BB', 'A10B', 'A10', 'A']",True,1,1,"The mechanism of action of gliquidone in lowering blood glucose appears to be dependent on stimulating the release of insulin from functioning pancreatic beta cells, and increasing sensitivity of peripheral tissues to insulin. Gliquidone likely binds to ATP-sensitive potassium channel receptors on the pancreatic cell surface, reducing potassium conductance and causing depolarization of the membrane. Membrane depolarization stimulates calcium ion influx through voltage-sensitive calcium channels. This increase in intracellular calcium ion concentration induces the secretion of insulin.","AATP-binding cassette sub-family C member 8 (inhibitor, Humans); AATP-sensitive inward rectifier potassium channel 10 (binder, Humans); AATP-sensitive inward rectifier potassium channel 8 (inhibitor, Humans)",Used in the treatment of diabetes mellitus type 2.,A10BB,Glimepiride and pioglitazone,647235,"glimepiride, pioglitazone","glimepiride / pioglitazone Oral Product, glimepiride / pioglitazone Pill","Oral Product, Pill","Duetact Oral Product, Duetact Pill","['through', 'appears', 'ion', 'glucose', 'functioning', 'This', 'mechanism', 'lowering', 'be', 'the', 'surface', 'voltage', 'increasing', 'release', 'cell', 'depolarization', 'likely', 'The', 'increase', 'induces', 'binds', 'peripheral', 'tissues', 'sensitive', 'membrane', 'channels', 'influx', 'reducing', 'action', 'in', 'dependent', 'beta', 'channel', 'from', 'pancreatic', 'stimulating', 'potassium', 'Membrane', 'insulin', 'cells', 'and', 'concentration', 'gliquidone', 'blood', 'intracellular', 'conductance', 'on', 'Gliquidone', 'ATP', 'causing', 'to', 'stimulates', 'calcium', 'secretion', 'receptors', 'sensitivity', 'of']",4,77,other,2,2,False,False,False,0.07977180942961117,0.057208237986270026
A10BB08,Gliquidone,"['A10BB08', 'A10BB', 'A10B', 'A10', 'A']",True,1,1,"The mechanism of action of gliquidone in lowering blood glucose appears to be dependent on stimulating the release of insulin from functioning pancreatic beta cells, and increasing sensitivity of peripheral tissues to insulin. Gliquidone likely binds to ATP-sensitive potassium channel receptors on the pancreatic cell surface, reducing potassium conductance and causing depolarization of the membrane. Membrane depolarization stimulates calcium ion influx through voltage-sensitive calcium channels. This increase in intracellular calcium ion concentration induces the secretion of insulin.","AATP-binding cassette sub-family C member 8 (inhibitor, Humans); AATP-sensitive inward rectifier potassium channel 10 (binder, Humans); AATP-sensitive inward rectifier potassium channel 8 (inhibitor, Humans)",Used in the treatment of diabetes mellitus type 2.,A10BB,Glimepiride and rosiglitazone,606253,"glimepiride, rosiglitazone","glimepiride / rosiglitazone Oral Product, glimepiride / rosiglitazone Pill","Oral Product, Pill",,"['through', 'appears', 'ion', 'glucose', 'functioning', 'This', 'mechanism', 'lowering', 'be', 'the', 'surface', 'voltage', 'increasing', 'release', 'cell', 'depolarization', 'likely', 'The', 'increase', 'induces', 'binds', 'peripheral', 'tissues', 'sensitive', 'membrane', 'channels', 'influx', 'reducing', 'action', 'in', 'dependent', 'beta', 'channel', 'from', 'pancreatic', 'stimulating', 'potassium', 'Membrane', 'insulin', 'cells', 'and', 'concentration', 'gliquidone', 'blood', 'intracellular', 'conductance', 'on', 'Gliquidone', 'ATP', 'causing', 'to', 'stimulates', 'calcium', 'secretion', 'receptors', 'sensitivity', 'of']",4,77,other,2,2,False,False,False,0.07977180942961117,0.057208237986270026
A10BB08,Gliquidone,"['A10BB08', 'A10BB', 'A10B', 'A10', 'A']",True,1,1,"The mechanism of action of gliquidone in lowering blood glucose appears to be dependent on stimulating the release of insulin from functioning pancreatic beta cells, and increasing sensitivity of peripheral tissues to insulin. Gliquidone likely binds to ATP-sensitive potassium channel receptors on the pancreatic cell surface, reducing potassium conductance and causing depolarization of the membrane. Membrane depolarization stimulates calcium ion influx through voltage-sensitive calcium channels. This increase in intracellular calcium ion concentration induces the secretion of insulin.","AATP-binding cassette sub-family C member 8 (inhibitor, Humans); AATP-sensitive inward rectifier potassium channel 10 (binder, Humans); AATP-sensitive inward rectifier potassium channel 8 (inhibitor, Humans)",Used in the treatment of diabetes mellitus type 2.,A10BB,Acetohexamide,173,acetohexamide,"acetohexamide Oral Product, acetohexamide Pill","Oral Product, Pill",,"['through', 'appears', 'ion', 'glucose', 'functioning', 'This', 'mechanism', 'lowering', 'be', 'the', 'surface', 'voltage', 'increasing', 'release', 'cell', 'depolarization', 'likely', 'The', 'increase', 'induces', 'binds', 'peripheral', 'tissues', 'sensitive', 'membrane', 'channels', 'influx', 'reducing', 'action', 'in', 'dependent', 'beta', 'channel', 'from', 'pancreatic', 'stimulating', 'potassium', 'Membrane', 'insulin', 'cells', 'and', 'concentration', 'gliquidone', 'blood', 'intracellular', 'conductance', 'on', 'Gliquidone', 'ATP', 'causing', 'to', 'stimulates', 'calcium', 'secretion', 'receptors', 'sensitivity', 'of']",4,77,other,2,1,False,False,False,0.07977180942961117,0.057208237986270026
A10BB08,Gliquidone,"['A10BB08', 'A10BB', 'A10B', 'A10', 'A']",True,1,1,"The mechanism of action of gliquidone in lowering blood glucose appears to be dependent on stimulating the release of insulin from functioning pancreatic beta cells, and increasing sensitivity of peripheral tissues to insulin. Gliquidone likely binds to ATP-sensitive potassium channel receptors on the pancreatic cell surface, reducing potassium conductance and causing depolarization of the membrane. Membrane depolarization stimulates calcium ion influx through voltage-sensitive calcium channels. This increase in intracellular calcium ion concentration induces the secretion of insulin.","AATP-binding cassette sub-family C member 8 (inhibitor, Humans); AATP-sensitive inward rectifier potassium channel 10 (binder, Humans); AATP-sensitive inward rectifier potassium channel 8 (inhibitor, Humans)",Used in the treatment of diabetes mellitus type 2.,A10BB,Glimepiride,25789,glimepiride,"glimepiride / pioglitazone Oral Product, glimepiride / pioglitazone Pill, glimepiride / rosiglitazone Oral Product, glimepiride / rosiglitazone Pill, glimepiride Oral Product, glimepiride Pill","Oral Product, Pill","Duetact Oral Product, Duetact Pill, Amaryl Oral Product, Amaryl Pill","['through', 'appears', 'ion', 'glucose', 'functioning', 'This', 'mechanism', 'lowering', 'be', 'the', 'surface', 'voltage', 'increasing', 'release', 'cell', 'depolarization', 'likely', 'The', 'increase', 'induces', 'binds', 'peripheral', 'tissues', 'sensitive', 'membrane', 'channels', 'influx', 'reducing', 'action', 'in', 'dependent', 'beta', 'channel', 'from', 'pancreatic', 'stimulating', 'potassium', 'Membrane', 'insulin', 'cells', 'and', 'concentration', 'gliquidone', 'blood', 'intracellular', 'conductance', 'on', 'Gliquidone', 'ATP', 'causing', 'to', 'stimulates', 'calcium', 'secretion', 'receptors', 'sensitivity', 'of']",4,77,other,2,1,False,False,False,0.07977180942961117,0.057208237986270026
A10BB08,Gliquidone,"['A10BB08', 'A10BB', 'A10B', 'A10', 'A']",True,1,1,"The mechanism of action of gliquidone in lowering blood glucose appears to be dependent on stimulating the release of insulin from functioning pancreatic beta cells, and increasing sensitivity of peripheral tissues to insulin. Gliquidone likely binds to ATP-sensitive potassium channel receptors on the pancreatic cell surface, reducing potassium conductance and causing depolarization of the membrane. Membrane depolarization stimulates calcium ion influx through voltage-sensitive calcium channels. This increase in intracellular calcium ion concentration induces the secretion of insulin.","AATP-binding cassette sub-family C member 8 (inhibitor, Humans); AATP-sensitive inward rectifier potassium channel 10 (binder, Humans); AATP-sensitive inward rectifier potassium channel 8 (inhibitor, Humans)",Used in the treatment of diabetes mellitus type 2.,A10BB,Gliclazide,4816,gliclazide,"gliclazide Oral Product, gliclazide Pill","Oral Product, Pill",,"['through', 'appears', 'ion', 'glucose', 'functioning', 'This', 'mechanism', 'lowering', 'be', 'the', 'surface', 'voltage', 'increasing', 'release', 'cell', 'depolarization', 'likely', 'The', 'increase', 'induces', 'binds', 'peripheral', 'tissues', 'sensitive', 'membrane', 'channels', 'influx', 'reducing', 'action', 'in', 'dependent', 'beta', 'channel', 'from', 'pancreatic', 'stimulating', 'potassium', 'Membrane', 'insulin', 'cells', 'and', 'concentration', 'gliquidone', 'blood', 'intracellular', 'conductance', 'on', 'Gliquidone', 'ATP', 'causing', 'to', 'stimulates', 'calcium', 'secretion', 'receptors', 'sensitivity', 'of']",4,77,other,2,1,False,False,False,0.07977180942961117,0.057208237986270026
A10BB08,Gliquidone,"['A10BB08', 'A10BB', 'A10B', 'A10', 'A']",True,1,1,"The mechanism of action of gliquidone in lowering blood glucose appears to be dependent on stimulating the release of insulin from functioning pancreatic beta cells, and increasing sensitivity of peripheral tissues to insulin. Gliquidone likely binds to ATP-sensitive potassium channel receptors on the pancreatic cell surface, reducing potassium conductance and causing depolarization of the membrane. Membrane depolarization stimulates calcium ion influx through voltage-sensitive calcium channels. This increase in intracellular calcium ion concentration induces the secretion of insulin.","AATP-binding cassette sub-family C member 8 (inhibitor, Humans); AATP-sensitive inward rectifier potassium channel 10 (binder, Humans); AATP-sensitive inward rectifier potassium channel 8 (inhibitor, Humans)",Used in the treatment of diabetes mellitus type 2.,A10BB,Gliquidone,25793,gliquidone,"gliquidone Oral Product, gliquidone Pill","Oral Product, Pill",,"['through', 'appears', 'ion', 'glucose', 'functioning', 'This', 'mechanism', 'lowering', 'be', 'the', 'surface', 'voltage', 'increasing', 'release', 'cell', 'depolarization', 'likely', 'The', 'increase', 'induces', 'binds', 'peripheral', 'tissues', 'sensitive', 'membrane', 'channels', 'influx', 'reducing', 'action', 'in', 'dependent', 'beta', 'channel', 'from', 'pancreatic', 'stimulating', 'potassium', 'Membrane', 'insulin', 'cells', 'and', 'concentration', 'gliquidone', 'blood', 'intracellular', 'conductance', 'on', 'Gliquidone', 'ATP', 'causing', 'to', 'stimulates', 'calcium', 'secretion', 'receptors', 'sensitivity', 'of']",4,77,other,2,1,False,False,False,0.07977180942961117,0.057208237986270026
A10BB08,Gliquidone,"['A10BB08', 'A10BB', 'A10B', 'A10', 'A']",True,1,1,"The mechanism of action of gliquidone in lowering blood glucose appears to be dependent on stimulating the release of insulin from functioning pancreatic beta cells, and increasing sensitivity of peripheral tissues to insulin. Gliquidone likely binds to ATP-sensitive potassium channel receptors on the pancreatic cell surface, reducing potassium conductance and causing depolarization of the membrane. Membrane depolarization stimulates calcium ion influx through voltage-sensitive calcium channels. This increase in intracellular calcium ion concentration induces the secretion of insulin.","AATP-binding cassette sub-family C member 8 (inhibitor, Humans); AATP-sensitive inward rectifier potassium channel 10 (binder, Humans); AATP-sensitive inward rectifier potassium channel 8 (inhibitor, Humans)",Used in the treatment of diabetes mellitus type 2.,A10BB,Glipizide,4821,glipizide,"glipizide / metformin Oral Product, glipizide / metformin Pill, glipizide Oral Product, glipizide Pill","Oral Product, Pill","Glucotrol Oral Product, Glucotrol Pill","['through', 'appears', 'ion', 'glucose', 'functioning', 'This', 'mechanism', 'lowering', 'be', 'the', 'surface', 'voltage', 'increasing', 'release', 'cell', 'depolarization', 'likely', 'The', 'increase', 'induces', 'binds', 'peripheral', 'tissues', 'sensitive', 'membrane', 'channels', 'influx', 'reducing', 'action', 'in', 'dependent', 'beta', 'channel', 'from', 'pancreatic', 'stimulating', 'potassium', 'Membrane', 'insulin', 'cells', 'and', 'concentration', 'gliquidone', 'blood', 'intracellular', 'conductance', 'on', 'Gliquidone', 'ATP', 'causing', 'to', 'stimulates', 'calcium', 'secretion', 'receptors', 'sensitivity', 'of']",4,77,other,2,1,False,False,False,0.07977180942961117,0.057208237986270026
A10BB08,Gliquidone,"['A10BB08', 'A10BB', 'A10B', 'A10', 'A']",True,1,1,"The mechanism of action of gliquidone in lowering blood glucose appears to be dependent on stimulating the release of insulin from functioning pancreatic beta cells, and increasing sensitivity of peripheral tissues to insulin. Gliquidone likely binds to ATP-sensitive potassium channel receptors on the pancreatic cell surface, reducing potassium conductance and causing depolarization of the membrane. Membrane depolarization stimulates calcium ion influx through voltage-sensitive calcium channels. This increase in intracellular calcium ion concentration induces the secretion of insulin.","AATP-binding cassette sub-family C member 8 (inhibitor, Humans); AATP-sensitive inward rectifier potassium channel 10 (binder, Humans); AATP-sensitive inward rectifier potassium channel 8 (inhibitor, Humans)",Used in the treatment of diabetes mellitus type 2.,A10BB,Carbutamide,2068,carbutamide,,,,"['through', 'appears', 'ion', 'glucose', 'functioning', 'This', 'mechanism', 'lowering', 'be', 'the', 'surface', 'voltage', 'increasing', 'release', 'cell', 'depolarization', 'likely', 'The', 'increase', 'induces', 'binds', 'peripheral', 'tissues', 'sensitive', 'membrane', 'channels', 'influx', 'reducing', 'action', 'in', 'dependent', 'beta', 'channel', 'from', 'pancreatic', 'stimulating', 'potassium', 'Membrane', 'insulin', 'cells', 'and', 'concentration', 'gliquidone', 'blood', 'intracellular', 'conductance', 'on', 'Gliquidone', 'ATP', 'causing', 'to', 'stimulates', 'calcium', 'secretion', 'receptors', 'sensitivity', 'of']",4,77,other,0,1,False,False,False,0.07977180942961117,0.057208237986270026
